filename,n_sources_true,true_x,true_y,true_z,pred_x,pred_y,pred_z,err_x,err_y,err_z,err_xy,err_xyz,matched
SIM_events_source_0130.csv,5,33.441,65.418,-10.222,17.566,49.048,-8.399,15.8746,16.3699,1.8234,22.803,22.8758,True
SIM_events_source_0130.csv,5,-51.98,27.123,7.17,-56.161,-16.292,1.656,4.1809,43.4152,5.5138,43.616,43.9632,True
SIM_events_source_0130.csv,5,63.459,-59.358,-13.74,34.269,-61.27,7.985,29.1899,1.9122,21.7248,29.2524,36.4373,True
SIM_events_source_0130.csv,5,33.58,33.942,3.962,29.637,52.259,11.354,3.9434,18.3174,7.3925,18.737,20.1426,True
SIM_events_source_0130.csv,5,-26.392,-78.038,8.99,-31.745,-49.7,-12.94,5.3534,28.3383,21.9305,28.8395,36.2307,True
SIM_events_source_0131.csv,5,67.078,-23.859,-6.963,68.44,-43.991,-1.555,1.3621,20.1322,5.4077,20.1782,20.8903,True
SIM_events_source_0131.csv,5,-53.673,72.086,2.327,-57.288,44.426,7.361,3.6151,27.6603,5.0336,27.8956,28.3461,True
SIM_events_source_0131.csv,5,-32.359,53.965,8.284,-61.698,23.709,-9.795,29.3393,30.2558,18.0791,42.1451,45.8592,True
SIM_events_source_0131.csv,5,67.206,12.821,4.948,48.484,6.754,-11.733,18.722,6.067,16.6812,19.6805,25.7989,True
SIM_events_source_0131.csv,5,-59.502,-36.606,6.791,46.666,31.611,15.038,106.1682,68.217,8.2466,126.1953,126.4644,True
SIM_events_source_0132.csv,2,-3.075,8.403,-19.417,-3.338,3.113,-13.787,0.2629,5.2896,5.6296,5.2962,7.7293,True
SIM_events_source_0132.csv,2,-12.884,12.758,-0.783,-11.216,7.793,-6.771,1.6678,4.9648,5.9876,5.2374,7.955,True
SIM_events_source_0133.csv,1,8.537,78.417,-19.658,-2.305,67.453,-13.009,10.8423,10.9635,6.6489,15.4193,16.7918,True
SIM_events_source_0134.csv,2,-48.304,14.819,-6.676,-54.625,18.209,8.796,6.321,3.3903,15.4717,7.1728,17.0535,True
SIM_events_source_0134.csv,2,35.566,-62.169,-17.564,40.332,-48.808,8.875,4.766,13.3611,26.4392,14.1857,30.0045,True
SIM_events_source_0135.csv,1,-59.465,-4.164,2.399,-55.878,-2.273,-4.133,3.5873,1.8909,6.5317,4.0552,7.6881,True
SIM_events_source_0136.csv,4,46.533,12.794,-2.108,37.213,13.544,14.028,9.3197,0.7502,16.1365,9.3498,18.6495,True
SIM_events_source_0136.csv,4,-11.846,-0.551,-10.158,-49.932,-8.465,-11.21,38.0862,7.9142,1.0517,38.8998,38.914,True
SIM_events_source_0136.csv,4,66.168,-65.412,-16.194,57.502,-45.108,6.958,8.6655,20.3037,23.1521,22.0755,31.9898,True
SIM_events_source_0136.csv,4,-40.474,8.325,16.474,-46.578,5.843,13.47,6.104,2.4824,3.0045,6.5894,7.2421,True
SIM_events_source_0137.csv,1,40.52,54.09,18.433,38.706,54.342,12.944,1.8135,0.2521,5.4893,1.831,5.7866,True
SIM_events_source_0138.csv,4,-55.195,14.693,3.586,-58.835,4.744,9.067,3.6398,9.9488,5.4813,10.5937,11.9278,True
SIM_events_source_0138.csv,4,61.021,3.489,5.95,32.946,0.532,-9.279,28.0746,2.9568,15.229,28.2299,32.0757,True
SIM_events_source_0138.csv,4,-73.563,27.953,-16.883,-61.307,-39.424,-12.645,12.2563,67.377,4.2384,68.4827,68.6137,True
SIM_events_source_0138.csv,4,-22.83,-75.34,-16.731,61.884,-62.816,3.844,84.7138,12.5238,20.575,85.6346,88.0716,True
SIM_events_source_0139.csv,5,-0.217,-18.975,-8.713,-25.237,-6.63,-11.537,25.0202,12.3448,2.8237,27.8999,28.0424,True
SIM_events_source_0139.csv,5,-0.639,51.464,17.91,25.378,42.749,10.706,26.0171,8.7148,7.2041,27.4379,28.3679,True
SIM_events_source_0139.csv,5,-25.359,-35.233,14.577,-44.717,11.093,7.32,19.3582,46.3256,7.2573,50.2076,50.7294,True
SIM_events_source_0139.csv,5,51.15,-28.837,-17.711,36.606,-41.156,10.609,14.5438,12.3185,28.3199,19.0596,34.1362,True
SIM_events_source_0139.csv,5,28.996,38.7,10.051,28.575,32.128,-9.77,0.4207,6.5721,19.8209,6.5855,20.8862,True
SIM_events_source_0140.csv,3,39.073,5.399,-8.487,28.728,6.812,14.9,10.3449,1.4131,23.3868,10.4409,25.6116,True
SIM_events_source_0140.csv,3,58.189,-20.151,0.401,56.504,-38.318,6.312,1.6854,18.1675,5.9112,18.2455,19.1791,True
SIM_events_source_0140.csv,3,-75.322,20.493,2.504,-53.583,12.55,-9.305,21.7387,7.9425,11.8092,23.1442,25.9829,True
SIM_events_source_0141.csv,3,5.748,8.168,1.167,3.094,25.645,-12.629,2.6542,17.4774,13.7961,17.6778,22.4241,True
SIM_events_source_0141.csv,3,-73.646,54.44,6.655,-53.307,53.411,-0.7,20.339,1.0291,7.3552,20.365,21.6525,True
SIM_events_source_0141.csv,3,16.21,12.822,13.484,-21.524,41.545,11.141,37.7344,28.7232,2.3428,47.4227,47.4805,True
SIM_events_source_0142.csv,4,-11.252,70.294,-13.299,-17.564,41.93,8.575,6.3123,28.3639,21.8739,29.0578,36.3707,True
SIM_events_source_0142.csv,4,25.685,52.36,19.757,29.276,59.675,11.488,3.5908,7.3154,8.2693,8.1491,11.6099,True
SIM_events_source_0142.csv,4,39.313,79.692,-0.795,32.83,53.674,-11.2,6.4826,26.0175,10.4054,26.813,28.7612,True
SIM_events_source_0142.csv,4,20.24,-13.439,-3.478,20.045,4.006,12.409,0.195,17.4448,15.8875,17.4459,23.596,True
SIM_events_source_0143.csv,4,47.122,-70.076,10.123,45.135,-68.591,7.474,1.9869,1.4846,2.6491,2.4803,3.629,True
SIM_events_source_0143.csv,4,-69.557,2.26,-7.763,-64.565,-6.54,5.633,4.9918,8.8004,13.3962,10.1176,16.7876,True
SIM_events_source_0143.csv,4,-35.437,-76.088,-15.446,-64.523,-51.162,-12.487,29.0859,24.9264,2.9589,38.3055,38.4196,True
SIM_events_source_0143.csv,4,19.18,-20.661,12.777,-5.537,-35.563,-12.626,24.7171,14.902,25.4031,28.8618,38.4489,True
SIM_events_source_0144.csv,4,16.149,65.292,-8.772,43.836,45.813,-7.761,27.687,19.479,1.0105,33.8526,33.8677,True
SIM_events_source_0144.csv,4,-59.476,17.708,-15.876,-46.676,12.058,8.23,12.7996,5.6497,24.1064,13.991,27.8724,True
SIM_events_source_0144.csv,4,73.517,-20.685,11.417,47.99,-40.046,9.372,25.5271,19.3615,2.0454,32.039,32.1042,True
SIM_events_source_0144.csv,4,11.068,67.59,-3.334,42.825,50.176,11.346,31.7566,17.414,14.6805,36.2178,39.08,True
SIM_events_source_0145.csv,3,-4.054,30.813,-19.892,15.678,44.585,-9.165,19.732,13.7725,10.7272,24.0631,26.3459,True
SIM_events_source_0145.csv,3,-72.13,-8.406,-9.244,-47.502,-10.804,6.125,24.6279,2.3982,15.3691,24.7444,29.1289,True
SIM_events_source_0145.csv,3,14.095,50.68,18.665,11.675,48.353,12.07,2.4196,2.3267,6.5953,3.3568,7.4004,True
SIM_events_source_0146.csv,3,-18.711,-35.178,18.995,-12.236,-38.274,13.631,6.4753,3.0963,5.3637,7.1775,8.9602,True
SIM_events_source_0146.csv,3,-62.794,34.689,16.287,-51.718,33.986,0.961,11.0759,0.7026,15.3264,11.0982,18.9227,True
SIM_events_source_0146.csv,3,6.686,-41.906,4.48,-23.188,-0.868,-14.386,29.8741,41.038,18.8661,50.76,54.1526,True
SIM_events_source_0147.csv,5,38.295,-39.867,-6.3,28.117,-36.814,9.477,10.1783,3.0532,15.7775,10.6264,19.0223,True
SIM_events_source_0147.csv,5,37.627,14.738,3.62,17.215,16.968,-12.838,20.4115,2.2301,16.458,20.533,26.3148,True
SIM_events_source_0147.csv,5,-18.203,51.883,-4.279,-10.775,36.943,10.64,7.4281,14.9399,14.9186,16.6846,22.3817,True
SIM_events_source_0147.csv,5,-64.729,67.677,-0.699,-49.029,52.926,1.203,15.7002,14.7508,1.9024,21.5426,21.6264,True
SIM_events_source_0147.csv,5,-14.971,20.695,5.831,-32.809,9.0,-10.988,17.8379,11.6949,16.8195,21.3299,27.1635,True
SIM_events_source_0148.csv,1,-31.04,15.814,-12.349,-31.526,25.73,-13.073,0.4856,9.9157,0.7245,9.9275,9.9539,True
SIM_events_source_0149.csv,2,-31.418,55.414,8.789,-32.405,40.374,9.25,0.9867,15.0401,0.4608,15.0724,15.0795,True
SIM_events_source_0149.csv,2,0.559,-21.241,-6.559,-14.12,-16.108,-7.108,14.6791,5.1332,0.5489,15.5508,15.5604,True
SIM_events_source_0150.csv,2,49.396,1.891,-9.982,43.737,-4.936,-11.665,5.6592,6.8271,1.6827,8.8677,9.0259,True
SIM_events_source_0150.csv,2,-57.295,-47.895,-11.392,-34.138,-45.542,-13.113,23.1571,2.3534,1.7207,23.2763,23.3399,True
SIM_events_source_0151.csv,4,-9.51,53.543,-1.934,-18.603,51.251,-11.66,9.0926,2.2925,9.7259,9.3771,13.5101,True
SIM_events_source_0151.csv,4,9.526,44.21,7.499,-32.205,54.37,11.532,41.7307,10.1597,4.0335,42.9497,43.1386,True
SIM_events_source_0151.csv,4,-78.21,52.587,-16.541,-42.54,20.566,1.947,35.6697,32.0214,18.4884,47.9343,51.3762,True
SIM_events_source_0151.csv,4,-3.975,-43.562,18.957,-27.274,-36.281,15.002,23.2992,7.281,3.9547,24.4104,24.7286,True
SIM_events_source_0152.csv,1,-10.252,-15.426,-1.128,-15.58,-25.125,-14.799,5.3285,9.6994,13.6708,11.0666,17.5887,True
SIM_events_source_0153.csv,2,-66.982,18.557,-19.159,-59.277,25.102,-8.62,7.7053,6.5452,10.5394,10.1099,14.6045,True
SIM_events_source_0153.csv,2,41.471,-29.772,-15.265,35.838,-27.004,-14.514,5.6329,2.7679,0.7509,6.2762,6.321,True
SIM_events_source_0154.csv,3,4.579,-65.781,17.145,4.742,-56.79,10.338,0.1635,8.9905,6.8069,8.992,11.2778,True
SIM_events_source_0154.csv,3,-18.812,7.014,-17.678,-15.89,-33.049,-13.919,2.9218,40.0629,3.7589,40.1693,40.3448,True
SIM_events_source_0154.csv,3,-46.548,-69.697,-4.935,-58.255,-51.302,8.258,11.7067,18.3954,13.193,21.8045,25.4851,True
SIM_events_source_0155.csv,1,64.791,41.795,-3.09,63.303,37.256,-13.662,1.488,4.5387,10.5723,4.7764,11.6012,True
SIM_events_source_0156.csv,1,-57.47,-10.999,-9.188,-60.417,-13.875,-2.968,2.9469,2.8764,6.2199,4.118,7.4596,True
SIM_events_source_0157.csv,4,-35.878,66.787,16.795,-34.217,39.593,13.058,1.6609,27.1944,3.737,27.2451,27.5002,True
SIM_events_source_0157.csv,4,-28.806,-11.578,13.424,-43.426,41.616,-8.32,14.6202,53.1937,21.7444,55.1663,59.297,True
SIM_events_source_0157.csv,4,72.768,3.376,9.567,59.635,4.31,5.677,13.1327,0.9336,3.8896,13.1659,13.7284,True
SIM_events_source_0157.csv,4,68.002,45.124,18.173,52.576,40.405,14.649,15.4261,4.719,3.5242,16.1318,16.5122,True
SIM_events_source_0158.csv,3,24.712,-74.778,18.384,15.461,-55.44,9.317,9.2509,19.3377,9.0668,21.4366,23.2752,True
SIM_events_source_0158.csv,3,19.605,-35.522,-18.015,-5.979,-46.124,-12.72,25.5842,10.6022,5.2951,27.694,28.1957,True
SIM_events_source_0158.csv,3,38.556,60.977,-0.314,31.997,43.999,11.006,6.559,16.9782,11.32,18.2011,21.4341,True
SIM_events_source_0159.csv,3,47.252,24.993,7.983,39.318,55.517,9.525,7.9336,30.5242,1.5416,31.5384,31.5761,True
SIM_events_source_0159.csv,3,33.018,73.991,7.321,36.893,55.275,-7.959,3.8751,18.7164,15.2798,19.1134,24.4703,True
SIM_events_source_0159.csv,3,42.821,-54.678,-7.397,28.957,-49.565,9.604,13.8643,5.1132,17.0014,14.7771,22.5257,True
SIM_events_source_0160.csv,4,6.481,-76.025,18.962,33.183,-59.05,8.981,26.702,16.9747,9.9808,31.6408,33.1776,True
SIM_events_source_0160.csv,4,-24.468,34.026,-15.494,20.402,26.287,-9.444,44.8705,7.7392,6.0499,45.533,45.9332,True
SIM_events_source_0160.csv,4,49.336,-61.466,17.286,-33.711,-41.696,-12.781,83.047,19.7697,30.0671,85.3677,90.5079,True
SIM_events_source_0160.csv,4,42.403,45.185,-6.671,24.71,32.6,12.315,17.6929,12.5854,18.9858,21.7124,28.8425,True
SIM_events_source_0161.csv,5,-38.74,38.781,19.248,-23.643,49.085,9.96,15.0971,10.3039,9.2878,18.2782,20.5026,True
SIM_events_source_0161.csv,5,-35.709,47.962,-0.934,-50.709,57.479,-5.198,15.0,9.5169,4.2644,17.7643,18.269,True
SIM_events_source_0161.csv,5,46.351,56.93,10.31,55.208,56.43,15.764,8.8567,0.4997,5.4542,8.8708,10.4134,True
SIM_events_source_0161.csv,5,-35.1,52.062,4.836,51.676,48.735,-13.365,86.7763,3.3269,18.2015,86.8401,88.7271,True
SIM_events_source_0161.csv,5,-18.76,63.843,-2.835,55.561,22.008,4.571,74.3213,41.8347,7.4057,85.2866,85.6075,True
SIM_events_source_0162.csv,3,-40.367,-63.471,-9.472,-52.591,-42.122,9.2,12.2242,21.3486,18.6718,24.6007,30.8841,True
SIM_events_source_0162.csv,3,52.884,66.697,-15.113,43.144,38.743,-8.094,9.7398,27.9541,7.0191,29.6023,30.4231,True
SIM_events_source_0162.csv,3,-55.974,-16.603,13.344,-22.581,-37.87,-12.88,33.3929,21.2669,26.2242,39.59,47.4877,True
SIM_events_source_0163.csv,3,-54.072,65.909,6.792,-59.38,60.025,-14.314,5.3084,5.8839,21.1058,7.9246,22.5445,True
SIM_events_source_0163.csv,3,35.323,-69.14,-11.429,42.246,-70.031,2.551,6.9229,0.8911,13.9799,6.98,15.6256,True
SIM_events_source_0163.csv,3,-74.359,7.115,10.229,-47.371,-49.094,-15.044,26.9881,56.209,25.2734,62.3523,67.2797,True
SIM_events_source_0164.csv,4,-50.644,-65.902,7.088,-52.064,-35.367,9.888,1.4201,30.5349,2.8003,30.5679,30.6959,True
SIM_events_source_0164.csv,4,-20.983,39.768,-16.598,44.029,37.847,-7.611,65.0119,1.9206,8.9868,65.0403,65.6582,True
SIM_events_source_0164.csv,4,46.985,-28.726,-4.606,43.611,-56.65,5.504,3.3743,27.9244,10.1099,28.1275,29.8893,True
SIM_events_source_0164.csv,4,66.928,55.816,-6.999,49.108,40.906,13.556,17.8196,14.9102,20.5549,23.2348,31.0219,True
SIM_events_source_0165.csv,5,53.991,-40.727,-17.309,39.361,-60.714,7.636,14.6299,19.9874,24.9448,24.7696,35.1536,True
SIM_events_source_0165.csv,5,4.978,3.647,-2.139,-2.287,-16.639,-12.685,7.2652,20.2856,10.546,21.5474,23.9897,True
SIM_events_source_0165.csv,5,-66.756,-19.809,-14.663,-51.465,-32.528,-12.77,15.2911,12.7189,1.8934,19.8894,19.9794,True
SIM_events_source_0165.csv,5,-38.967,18.49,-11.228,-59.071,12.811,4.532,20.1038,5.6792,15.76,20.8905,26.1685,True
SIM_events_source_0165.csv,5,21.467,-79.206,12.535,-14.022,-1.301,13.228,35.489,77.9049,0.693,85.6075,85.6103,True
SIM_events_source_0166.csv,2,-9.847,4.74,12.236,-31.531,-3.618,14.283,21.6845,8.3585,2.0465,23.2396,23.3296,True
SIM_events_source_0166.csv,2,72.302,-26.628,-12.012,53.749,-35.104,2.526,18.5531,8.4761,14.5381,20.3976,25.0483,True
SIM_events_source_0167.csv,1,-77.307,-27.297,-13.715,-62.179,-31.648,-14.224,15.1283,4.3513,0.509,15.7416,15.7498,True
SIM_events_source_0168.csv,4,52.111,65.398,19.747,30.009,57.002,11.77,22.102,8.3957,7.9768,23.6429,24.9522,True
SIM_events_source_0168.csv,4,-45.589,60.483,6.728,-55.721,3.807,2.228,10.1321,56.6759,4.5002,57.5745,57.7501,True
SIM_events_source_0168.csv,4,47.714,18.292,-5.04,21.061,55.937,-6.734,26.6528,37.645,1.6937,46.125,46.1561,True
SIM_events_source_0168.csv,4,-53.016,-46.234,-5.439,-33.078,-36.025,-12.758,19.9379,10.2091,7.3195,22.3997,23.5652,True
SIM_events_source_0169.csv,2,-15.472,-52.736,-3.51,-19.872,-50.55,-10.085,4.4002,2.1863,6.5745,4.9134,8.2077,True
SIM_events_source_0169.csv,2,-0.749,74.261,17.756,-13.164,55.038,9.513,12.4152,19.223,8.243,22.8837,24.323,True
SIM_events_source_0170.csv,1,-19.652,-6.442,8.431,-28.112,-5.133,12.306,8.4602,1.3091,3.8753,8.5609,9.3971,True
SIM_events_source_0171.csv,3,-39.712,-60.536,13.145,-33.478,-40.037,-11.45,6.2337,20.4987,24.5952,21.4256,32.6187,True
SIM_events_source_0171.csv,3,-3.157,29.338,18.785,-18.323,20.997,12.856,15.1658,8.3414,5.9287,17.3084,18.2957,True
SIM_events_source_0171.csv,3,-69.366,-2.088,-17.984,-56.474,-21.312,3.292,12.8925,19.224,21.2761,23.1468,31.4396,True
SIM_events_source_0172.csv,1,16.032,39.189,-1.089,28.61,37.807,-12.124,12.5776,1.382,11.0353,12.6533,16.7894,True
SIM_events_source_0173.csv,2,45.34,-73.956,-1.572,46.028,-67.585,0.964,0.6878,6.3715,2.5361,6.4085,6.8921,True
SIM_events_source_0173.csv,2,-13.708,-42.621,16.334,-35.898,-57.641,13.39,22.1899,15.0202,2.9445,26.7955,26.9568,True
SIM_events_source_0174.csv,5,-30.676,47.705,-15.88,-55.405,51.043,-2.264,24.7291,3.3382,13.6161,24.9534,28.4265,True
SIM_events_source_0174.csv,5,-13.375,79.687,-2.805,1.195,43.006,9.133,14.5701,36.681,11.9378,39.4687,41.2346,True
SIM_events_source_0174.csv,5,-52.016,14.36,3.398,-38.24,-9.364,-13.01,13.7765,23.7242,16.4081,27.4341,31.9665,True
SIM_events_source_0174.csv,5,16.02,-64.374,-3.135,38.684,-51.305,5.825,22.664,13.0694,8.9595,26.1623,27.6539,True
SIM_events_source_0174.csv,5,58.994,13.298,-14.476,18.039,31.174,-11.461,40.9546,17.8759,3.0153,44.6859,44.7875,True
SIM_events_source_0175.csv,2,40.975,30.17,-6.982,37.237,12.51,-11.988,3.7382,17.6602,5.006,18.0515,18.7328,True
SIM_events_source_0175.csv,2,38.084,-54.489,15.038,38.355,-57.323,5.665,0.2709,2.8342,9.3731,2.8471,9.796,True
SIM_events_source_0176.csv,5,0.369,38.299,-2.548,32.809,9.471,12.609,32.4403,28.8278,15.1567,43.3983,45.9689,True
SIM_events_source_0176.csv,5,-46.863,-73.69,6.103,-49.398,-34.489,11.796,2.5351,39.2008,5.6932,39.2827,39.6931,True
SIM_events_source_0176.csv,5,50.288,4.417,-0.092,31.596,1.832,-10.52,18.6924,2.5849,10.4284,18.8703,21.5601,True
SIM_events_source_0176.csv,5,67.083,-37.078,-9.151,47.037,-57.285,6.843,20.0461,20.2073,15.9936,28.4637,32.6493,True
SIM_events_source_0176.csv,5,-29.574,-26.838,1.722,-40.391,-33.161,-12.623,10.8174,6.3232,14.3453,12.5299,19.047,True
SIM_events_source_0177.csv,2,-18.477,58.003,16.512,7.864,38.041,11.203,26.3406,19.9619,5.3093,33.05,33.4738,True
SIM_events_source_0177.csv,2,68.898,-73.728,19.863,56.978,-64.462,3.538,11.9196,9.2661,16.3252,15.0976,22.2363,True
SIM_events_source_0178.csv,4,-46.855,22.101,-16.358,-59.215,26.106,-9.822,12.3599,4.0046,6.5358,12.9925,14.5438,True
SIM_events_source_0178.csv,4,68.744,-34.003,-14.809,64.83,-36.812,-0.3,3.9135,2.809,14.5091,4.8173,15.2879,True
SIM_events_source_0178.csv,4,69.19,-27.052,6.086,41.509,6.783,-12.386,27.6811,33.8347,18.4723,43.7153,47.4579,True
SIM_events_source_0178.csv,4,-18.548,73.08,-8.022,-57.241,58.055,4.153,38.6932,15.0255,12.175,41.5082,43.2569,True
SIM_events_source_0179.csv,5,-40.896,41.231,-16.333,-65.039,62.791,-8.699,24.143,21.56,7.6337,32.3684,33.2564,True
SIM_events_source_0179.csv,5,47.207,-53.838,-19.678,66.73,-60.606,-5.873,19.5231,6.768,13.8048,20.6629,24.8501,True
SIM_events_source_0179.csv,5,-29.377,33.354,3.8,12.082,36.891,14.331,41.4586,3.5366,10.5306,41.6091,42.921,True
SIM_events_source_0179.csv,5,-74.578,60.077,-1.707,-61.062,1.437,-12.454,13.516,58.6405,10.7467,60.178,61.13,True
SIM_events_source_0179.csv,5,78.579,-53.137,-1.233,27.032,16.336,-11.81,51.5469,69.473,10.5766,86.5077,87.1518,True
SIM_events_source_0180.csv,5,-66.732,49.863,18.689,-57.673,9.367,3.699,9.0589,40.4964,14.9902,41.4973,44.1218,True
SIM_events_source_0180.csv,5,49.631,-5.008,14.697,48.683,-57.868,7.046,0.9475,52.8597,7.651,52.8682,53.419,True
SIM_events_source_0180.csv,5,53.936,72.111,-19.893,29.52,48.271,-6.858,24.4161,23.8404,13.0348,34.125,36.5297,True
SIM_events_source_0180.csv,5,-54.566,-64.948,9.276,-39.692,-39.698,-13.374,14.8737,25.25,22.6499,29.3051,37.0379,True
SIM_events_source_0180.csv,5,34.569,-71.566,10.474,39.975,50.625,12.261,5.406,122.1912,1.7865,122.3107,122.3238,True
SIM_events_source_0181.csv,2,74.09,55.926,-10.211,46.687,36.378,-10.695,27.4032,19.5479,0.4841,33.6609,33.6644,True
SIM_events_source_0181.csv,2,-41.117,-48.27,0.653,-47.362,-48.683,8.135,6.2448,0.4129,7.4816,6.2584,9.754,True
SIM_events_source_0182.csv,3,-2.502,61.253,15.92,-21.773,60.976,7.607,19.2706,0.2766,8.3133,19.2726,20.9891,True
SIM_events_source_0182.csv,3,-50.347,-64.233,-15.25,-39.187,-70.206,-10.117,11.1598,5.9733,5.1329,12.6578,13.659,True
SIM_events_source_0182.csv,3,-54.284,-76.21,-10.944,-27.548,-63.206,11.373,26.7357,13.0042,22.3172,29.7305,37.1747,True
SIM_events_source_0183.csv,4,-14.18,5.228,8.287,-24.249,9.151,-10.173,10.0695,3.9234,18.4603,10.8068,21.3908,True
SIM_events_source_0183.csv,4,8.44,-14.254,-6.897,42.75,-25.621,10.071,34.3103,11.3675,16.9676,36.1444,39.9289,True
SIM_events_source_0183.csv,4,-12.154,-11.8,-13.78,-35.3,1.045,12.922,23.1462,12.845,26.7015,26.4715,37.5993,True
SIM_events_source_0183.csv,4,51.027,38.422,-1.452,40.793,32.242,12.197,10.234,6.18,13.649,11.9552,18.1444,True
SIM_events_source_0184.csv,1,22.463,-16.086,7.023,13.819,-16.726,10.23,8.6435,0.6397,3.2069,8.6672,9.2414,True
